vocabulary,originalEntry,explanation,example,pinYin,location,place,source,toggle,whichCounty,whichTown
吊销营业执照(吊銷營業執照),吊銷營業執照,离婚。(離婚。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
迭𡍲(迭𡍲),迪塔,这里。(這裏。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
迭个浪(迭個浪),迪個浪,这地方，这儿。(這地方，這兒。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
迭个里(迭個裏),迪個裏,这里面。(這裏面。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
迭两日(迭兩日),迪兩熱(日),这几天。(這幾天。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
迭恁(迭恁),迪能,这样。(這樣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
迭歇(迭歇),迭歇,现在。(現在。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
定头货(定頭貨),定頭貨,固执、无商量余地，对头。(固執、無商量餘地，對頭。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
东壗(東壗),東壗,东面；特指上海市区。(東面；特指上海市區。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
懂经(懂經),懂經,在理上。(在理上。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
兜搭(兜搭),兜搭,不顺利，卡住。(不順利，卡住。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
笃定(篤定),篤定,心不急，慢慢来。(心不急，慢慢來。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
蹲坑(蹲坑),蹲坑,上厕所。(上廁所。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
顿时立刻(頓時立刻),頓時立刻,顿时。(頓時。),/呒啥啥/,長寧新涇ʔdəŋ⁵⁵ zɿ²¹ lɪʔ²² kʰəʔ²⁴,本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
额角头(額角頭),額角頭,运气好。(運氣好。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
恶积不里(惡積不里),惡積勿理,十恶不赦。(十惡不赦。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
二进宫(二進宮),二進宮,两次被法办的人物。(兩次被法辦的人物。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
发风潮(發風潮),發風潮,台风。(颱風。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
发冷头(發冷頭),發冷頭,寒流到。(寒流到。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
发噱(發噱),發噱,好笑。(好笑。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
费神思(費神思),費神思,伤脑筋。(傷腦筋。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
分挺(分挺),分挺,钱多。(錢多。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
粉刷(粉刷),粉刷,化妆。(化妝。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
伏日旺(伏日旺),孵日旺,冬天晒太阳。(冬天曬太陽。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
改两日(改兩日),改兩熱(日),隔几天。(隔幾天。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
干脚隆松(乾腳隆松),乾腳龍松,睛天路好行。(睛天路好行。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
勾勒(勾勒),勾勒,干净俐落，衣着清洁大方。(乾淨俐落，衣着清潔大方。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
狗皮倒糟(狗皮倒糟),狗皮倒槽,吝啬。(吝嗇。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
呱赤旺日头(呱赤旺日頭),呱尺旺日頭,大睛天，好太阳。(大睛天，好太陽。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
刮皮(刮皮),刮皮,小气。(小氣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
乖来(乖來),乖來,小孩听话，为人精明玲珑。(小孩聽話，爲人精明玲瓏。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
掼浪头(摜浪頭),摜浪頭,说大说，吹牛。(說大說，吹牛。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
掼派头(摜派頭),摜派頭,摆阔气。(擺闊氣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
夯来(夯來),夯來,气急。喘气。(氣急。喘氣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
豪𢜶(豪𢜶),豪速,快点。(快點。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
好户头(好戶頭),好戶頭,老好人、老实人。(老好人、老實人。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
何许(何許),何許,北新泾方言。那里。(北新涇方言。那裏。),/呒啥啥/,ɦa²² ɕy⁵³,本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
猴极(猴極),猴極,发极板面孔。(發極板面孔。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
后日(後日),後熱(日),后天。(後天。),/呒啥啥/,gheu gniq,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
后生家(後生家),後生家,小伙子、青年。(小夥子、青年。),/呒啥啥/,gheu san ka,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
鲎(鱟),鱟,虹、霓。(虹、霓。),/呒啥啥/,heu⁵,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
户荡、啥户荡(戶蕩、啥戶蕩),何塘、啥何塘,地方，什么地方。(地方，什麼地方。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
花插插(花插插),花拆拆,风骚。(風騷。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
花花伊、花一记、花(花花伊、花一記、花),花花他、花一記，花,甜言蜜语骗人。(甜言蜜語騙人。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
花头浓(花頭濃),花頭濃,花头大。(花頭大。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
坏分(壞分),壞分,破费。(破費。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
黄牛肩胛(黃牛肩胛),黃牛肩胛,办事不肯负责任。(辦事不肯負責任。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
混日脚(混日腳),混日腳,懒散度日，怠工。(懶散度日，怠工。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
活里活络(活里活絡),活裏活絡,犹豫不决。(猶豫不決。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
矆睒(矆睒),霍險,闪电。(閃電。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
极出无赖(極出無賴),極出乎拉,发急。(發急。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
夹肋招(夾肋招),夾肋招,腋下。(腋下。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
夹水揿(夾水撳),夾水撳,趁势弄人。(趁勢弄人。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
尖头把细(尖頭把細),尖頭把細,贪小，做小动作。(貪小，做小動作。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
尖钻(尖鑽),尖鑽,门槛精。(門檻精。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
将将（客客）、客望（凯望）(將將（客客）、客望（凱望）),將將(客客)、客望(凱望),刚才。(剛才。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
犟头犟脑(犟頭犟腦),強頭強腦,任性倔强。(任性倔強。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
交关(交關),交關,很多。(很多。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
绞路子(絞路子),絞路子,开导，说服，说道理。(開導，說服，說道理。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
脚板头(腳板頭),腳板頭,脚背。(腳背。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
脚脚头(腳腳頭),腳腳頭,拣剩下的东西。(揀剩下的東西。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
脚块子(腳塊子),腳塊子,小腿。(小腿。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
脚馒头(腳饅頭),腳饅頭,膝。(膝。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
接令旨(接令旨),接令旨,正确理解、听懂意思。(正確理解、聽懂意思。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
节头骨(節頭骨),節頭骨,手指头。(手指頭。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
结棍(結棍),結棍,结实、有力。(結實、有力。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
解解厌气(解解厭氣),解解厭氣,散散心。(散散心。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
妗夹夹(妗夾夾),仙夾夾,轻飘，发嚎。(輕飄，發嚎。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
酒潭(酒潭),酒潭,酒窝。(酒窩。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
侃大兴(侃大興),侃大興,说东道西，讲山海经，闲聊。(說東道西，講山海經，閑聊。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
看冷铺(看冷鋪),看冷鋪,袖手旁观(袖手旁觀),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
哭出乌拉(哭出烏拉),哭出烏拉,哭丧着脸。(哭喪着臉。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
懒团分(懶團分),懶團分,二元以下票面。(二元以下票面。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
浪头大(浪頭大),浪頭大,吹牛过头，噱头。(吹牛過頭，噱頭。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
老百年(老百年),老百年,老死。(老死。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
老懂经(老懂經),老懂經,讲究修饰，打扮漂亮的老人。(講究修飾，打扮漂亮的老人。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
老娘舅(老娘舅),老娘舅,某些不法分子称人民警察。(某些不法分子稱人民警察。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
老茄(老茄),老茄,年小卖老。(年小賣老。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
勒浪（拉）(勒浪（拉）),勒浪(拉),在此。(在此。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
勒麦生头(勒麥生頭),勒麥生頭,突然间。(突然間。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
雷响(雷響),雷響,打雷。(打雷。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
冷笃笃(冷篤篤),冷篤篤,不热情。(不熱情。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
冷天色、寒场里(冷天色、寒場裏),冷天色、寒場裏,冬天。(冬天。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
历朝到难(歷朝到難),歷朝到難,从古至今丨对比《上海方言词典》：历古以来(從古至今丨對比《上海方言詞典》：歷古以來),/呒啥啥/,liq22 zau22 tau22 nae24(lɪʔ²² zɔ²² ɗɔ²² nɛ²⁴),本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
连档码子(連檔碼子),連當模子,狼狈为奸。(狼狽爲奸。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
谅来拆薄恶(諒來拆薄惡),諒來拆薄惡,心思定(心思定),/呒啥啥/,lian35 le22 tshaeq55 boq55 u55(liã³⁵ le²² tsʰæʔ⁵⁵ boʔ⁵⁵ u⁵⁵),本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
撩践(撩踐),撩踐,随意糟踏东西。(隨意糟踏東西。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
拎得清(拎得清),拎得清,理解。(理解。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
拎勿清(拎勿清),拎不清,不知好歹。(不知好歹。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
拎勿清(拎勿清),拎不清,脑子不灵清，不理解、笨、傻。(腦子不靈清，不理解、笨、傻。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
落门落槛(落門落檻),落門落檻,处事得当。(處事得當。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
呒介事(嘸介事),嘸介事,没有这回事。(沒有這回事。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
麦泣眼(麥泣眼),麥泣眼,先天近视。吴淞江以南说法。(先天近視。吳淞江以南說法。),/呒啥啥/,mæʔ⁵⁵ tɕʰiɪʔ⁵⁵ ŋɛ⁵³,本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
孟色头(孟色頭),孟色頭,北新泾方言。形容话多。〔松江方言成分〕 (北新涇方言。形容話多。〔松江方言成分〕),/呒啥啥/,mã¹¹ səʔ⁵⁵ dɤ²¹,本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
密周孟周(密周孟周),密周猛周,很稠密。(很稠密。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
庙(廟),廟,不法分子，有前科的人称牢监、劳改农场、派出所。(不法分子，有前科的人稱牢監、勞改農場、派出所。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
明朝(明朝),明朝,明天。(明天。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
模子(模子),模子,身体。(身體。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
模子杀(模子殺),摸子殺,身材魁梧，强壮。(身材魁梧，強壯。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
木头(木頭),木頭,呆头笨脑。(呆頭笨腦。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
哪恁(哪恁),哪能,怎样。(怎樣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
奶末头(奶末頭),奶末頭,最后一个子女。(最後一個子女。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
囡儿(囡兒),囡唔,女儿。(女兒。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
囡囡(囡囡),囡囡,幼儿(幼兒),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
男客、男人家(男客、男人家),男客、男人家,男子、丈夫。(男子、丈夫。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
伲、吾伲(伲、吾伲),伲、吾伲,我们。(我們。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
捏空(捏空),捏空,没有这回事。(沒有這回事。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
侬(儂),儂,你。(你。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
弄送(弄送),弄送,恶作剧。(惡作劇。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
㑚(㑚),㑚,你们。(你們。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
喏(喏),喏,指向。(指向。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
女客、女人家(女客、女人家),女客、女人家,妇女、妻子。(婦女、妻子。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
乓乓响(乓乓響),乓乓響,好。(好。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
七夯八倒(七夯八倒),七夯八倒,跑得气急。(跑得氣急。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
七荤八素(七葷八素),七葷八素,昏头转向。(昏頭轉向。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
七翘八裂(七翹八裂),七翹八裂,不齐心。(不齊心。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
七勿老欠(七勿老欠),七勿老牽,不像样子。(不像樣子。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
欺陌生(欺陌生),欺陌生,/呒啥啥/,/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
前日(前日),前熱(日),前天。(前天。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
腔调(腔調),腔調,模样。(模樣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
翘辫子(翹辮子),翹辮子,死亡。(死亡。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
穷心黑手(窮心黑手),窮心黑手,贪得无厌；心狠手辣。(貪得無厭；心狠手辣。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
蛐蟮(蛐蟮),蛐蟮,蚯蚓。(蚯蚓。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
绕头势(繞頭勢),繞頭勢,纠缠不清。(糾纏不清。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
绕嘴舌(繞嘴舌),繞嘴舌,无原则争辩，口角。(無原則爭辯，口角。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
热天色(熱天色),熱天色,夏天。(夏天。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
日程气(日程氣),日程氣,每天都不一样(每天都不一樣),/呒啥啥/,ȵiɪʔ²² zəŋ²² tɕʰi²⁴,本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
日中性(日中性),日中心,中午。(中午。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
肉麻(肉麻),肉麻,舍不得。(捨不得。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
肉头厚(肉頭厚),肉頭厚,利润多、钱多、好处多。(利潤多、錢多、好處多。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
三根扁担六根翘(三根扁擔六根翹),三根扁擔六根翹,心不齐。(心不齊。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
三脚猫(三腳貓),三腳貓,懂一点，但不精。(懂一點，但不精。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
刹车(刹車),刹車,停止。(停止。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
煞板(煞板),殺板,好。(好。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
煞根(煞根),殺根,厉害、透彻。(厲害、透徹。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
煞拉齐(煞拉齊),刷拉齊,整整齐齐。(整整齊齊。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
啥物事(啥物事),啥物事,什么东西？(什麼東西？),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
啥许(啥許),蟹虛,什么地方？(什麼地方？),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
啥许去、啥里去(啥許去、啥裏去),蟹虛去、蟹裏去,到什么地方去？(到什麼地方去？),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
山青水绿(山青水綠),三清四綠,整齐又清洁。(整齊又清潔。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
山上下来(山上下來),山上下來,吃官司出来的。(吃官司出來的。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
上勿上(上勿上),上勿上,身体有病。(身體有病。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
上昼(上晝),上晝,上午。(上午。),/呒啥啥/,/呒啥啥/,本沪小片,上海·新泾,新泾乡志,TRUE,shanghaixian,shanghaixian_xinjing
声气(聲氣),聲氣,说法：明朝勿上班？没迭个~嗰！(說法：明朝勿上班？沒迭個~嗰！),/呒啥啥/,səŋ⁵⁵ tɕʰi²¹,本沪小片,上海·新泾,新泾镇【散记】,TRUE,shanghaixian,shanghaixian_xinjing
